"user id"," handle"," count"
"coffin","unknown","2"
"lemon","unknown","9"
"radioactive_sign","unknown","1"
"police_car","unknown","3"
"brat_cake","unknown","4"
"hibiscus","unknown","1"
"children_crossing","unknown","1"
"bride_with_veil","unknown","3"
"city_sunrise","unknown","3"
"bear","unknown","15"
"flag-cl","unknown","4"
"black_large_square","unknown","1"
"sweat_drops","unknown","5"
"baby_chick","unknown","1"
"egg","unknown","6"
"shower","unknown","4"
"ocean","unknown","6"
"nose","unknown","2"
"fountain","unknown","1"
"bee","unknown","1"
"bath","unknown","1"
"kaiya","unknown","3"
"postal_horn","unknown","2"
"postit","unknown","2"
"tomato","unknown","6"
"eggplant","unknown","3"
"recycle","unknown","6"
"arrow_heading_down","unknown","1"
"syringe","unknown","3"
"put_litter_in_its_place","unknown","3"
"seedling","unknown","5"
"vikings","unknown","3"
"aw_snap","unknown","9"
"rain_cloud","unknown","2"
"milky_way","unknown","1"
"roller_coaster","unknown","2"
"page_facing_up","unknown","2"
"no_mouth","unknown","2"
"hugging_face","unknown","3"
"cop","unknown","1"
"rooster","unknown","2"
"diamond_shape_with_a_dot_inside","unknown","1"
"smirk","unknown","2"
"dancer::skin-tone-4","unknown","4"
"speaking_head_in_silhouette","unknown","3"
"smirk_cat","unknown","2"
"blue_heart","unknown","1"
"european_castle","unknown","3"
"loop","unknown","1"
"tanabata_tree","unknown","2"
"nerd_face","unknown","15"
"dizzy","unknown","1"
"crystal_ball","unknown","1"
"zap","unknown","6"
"oil_drum","unknown","1"
"snowboarder","unknown","1"
"triumph","unknown","1"
"e-mail","unknown","1"
"point_up_2","unknown","5"
"mans_shoe","unknown","1"
"haircut","unknown","6"
"smile_cat","unknown","3"
"bathtub","unknown","3"
"camera_with_flash","unknown","2"
"bart","unknown","10"
"handbag","unknown","3"
"facepunch::skin-tone-4","unknown","1"
"firefox","unknown","8"
"crab","unknown","1"
"capital_abcd","unknown","5"
"crying_cat_face","unknown","2"
"boot","unknown","2"
"pushpin","unknown","1"
"partyparrot","unknown","7"
"stop","unknown","2"
"sleeping","unknown","11"
"hourglass","unknown","2"
"groot","unknown","1"
"sheep","unknown","4"
"feelsgood","unknown","2"
"arrows_clockwise","unknown","2"
"hamster","unknown","1"
"back","unknown","1"
"ballot_box_with_check","unknown","1"
"straight_ruler","unknown","2"
"dragon","unknown","1"
"pensive","unknown","4"
"alien","unknown","2"
"hotdog","unknown","2"
"flags","unknown","1"
"ok","unknown","1"
"disappointed_relieved","unknown","2"
"performing_arts","unknown","1"
"boba","unknown","1"
"helicopter","unknown","1"
"elephant","unknown","5"
"house_with_garden","unknown","2"
"drone","unknown","2"
"file_cabinet","unknown","4"
"headphones","unknown","1"
"red_pants","unknown","6"
"bowling","unknown","8"
"cricket_bat_and_ball","unknown","4"
"haribo","unknown","9"
"snow_capped_mountain","unknown","3"
"printer","unknown","3"
"cactus","unknown","5"
"girl","unknown","1"
"bridge_at_night","unknown","2"
"oncoming_bus","unknown","3"
"table_tennis_paddle_and_ball","unknown","1"
"whale2","unknown","7"
"banana","unknown","2"
"runner::skin-tone-4","unknown","10"
"slavinsky","unknown","12"
"cityscape","unknown","7"
"railway_track","unknown","3"
"+1::skin-tone-6","unknown","2"
"x","unknown","1"
"deciduous_tree","unknown","2"
"dancer::skin-tone-3","unknown","3"
"beach_with_umbrella","unknown","2"
"stellafy","unknown","1"
"golf","unknown","12"
"chris","unknown","2"
"hairjoe","unknown","3"
"clock4","unknown","2"
"european_post_office","unknown","10"
"national_park","unknown","1"
"fastparrot","unknown","1"
"shuffleparrot","unknown","1"
"secret","unknown","1"
"chart_with_downwards_trend","unknown","1"
"minidisc","unknown","1"
"part_alternation_mark","unknown","2"
"monkey","unknown","2"
"kimono","unknown","1"
"turtle","unknown","2"
"sweat","unknown","2"
"rolled_up_newspaper","unknown","1"
"friendship","unknown","4"
"space_invader","unknown","2"
"jayhawk","unknown","1"
"person_with_ball","unknown","2"
"arrow_down_small","unknown","1"
"wrapped_burrito","unknown","2"
"piggy","unknown","1"
"art","unknown","3"
"tape","unknown","2"
"left_luggage","unknown","2"
"shrug","unknown","1"
"evergreen_tree","unknown","1"
